Table Name: Circle$RecordAll$domain0, Topic Name: Circle
Timestamp,color,x,y,shapesize,fillKind,angle
Tue May 04 10:10:54 2021,YELLOW,71,226,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,73,220,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,75,214,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,77,208,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,79,202,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,81,196,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,83,190,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,85,184,30,0,0.0000000000
Tue May 04 10:10:54 2021,YELLOW,87,178,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,89,172,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,91,166,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,93,160,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,95,154,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,97,148,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,99,142,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,101,136,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,103,130,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,105,124,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,107,118,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,109,112,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,111,106,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,113,100,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,115,94,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,117,88,30,0,0.0000000000
Tue May 04 10:10:55 2021,YELLOW,119,82,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,121,76,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,123,70,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,125,64,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,127,58,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,129,52,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,131,46,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,133,40,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,135,34,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,137,28,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,139,22,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,141,16,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,143,15,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,145,21,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,147,27,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,149,33,30,0,0.0000000000
Tue May 04 10:10:56 2021,YELLOW,151,39,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,153,45,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,155,51,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,157,57,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,159,63,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,161,69,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,163,75,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,165,81,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,167,87,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,169,93,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,171,99,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,173,105,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,175,111,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,177,117,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,179,123,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,181,129,30,0,0.0000000000
Tue May 04 10:10:57 2021,YELLOW,183,135,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,185,141,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,187,147,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,189,153,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,191,159,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,193,165,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,195,171,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,197,177,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,199,183,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,201,189,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,203,195,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,205,201,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,207,207,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,209,213,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,211,219,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,213,225,30,0,0.0000000000
Tue May 04 10:10:58 2021,YELLOW,215,231,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,217,237,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,219,243,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,220,249,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,218,250,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,216,244,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,214,238,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,212,232,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,210,226,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,208,220,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,206,214,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,204,208,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,202,202,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,200,196,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,198,190,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,196,184,30,0,0.0000000000
Tue May 04 10:10:59 2021,YELLOW,194,178,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,192,172,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,190,166,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,188,160,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,186,154,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,184,148,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,182,142,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,180,136,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,178,130,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,176,124,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,174,118,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,172,112,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,170,106,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,168,100,30,0,0.0000000000
Tue May 04 10:11:00 2021,YELLOW,166,94,30,0,0.0000000000
